age,workclass,education,marital-status,occupation,relationship,race,hours-per-week,native-country,income,male,female
46.0,5.0,20.0,1.0,2016.0,6.0,2.0,2.0,1.0,1,40.0,40.0
32.0,2.0,19.0,1.0,3500.0,6.0,0.0,2.0,1.0,1,40.0,40.0
76.0,6.0,19.0,1.0,5120.0,6.0,0.0,2.0,1.0,0,15.0,15.0
49.0,5.0,16.0,3.0,5550.0,110.0,0.0,1.0,1.0,0,27.0,27.0
60.0,7.0,18.0,1.0,340.0,210.0,0.0,1.0,6.0,0,40.0,40.0
46.0,7.0,15.0,1.0,9141.0,303.0,1.0,1.0,1.0,0,60.0,60.0
55.0,1.0,21.0,1.0,1021.0,217.0,1.0,2.0,6.0,1,45.0,45.0
24.0,1.0,21.0,5.0,1460.0,53.0,0.0,1.0,1.0,0,40.0,40.0
64.0,3.0,22.0,2.0,230.0,6.0,0.0,2.0,1.0,1,55.0,55.0
60.0,7.0,22.0,1.0,10.0,6.0,1.0,2.0,1.0,0,40.0,40.0
27.0,1.0,19.0,4.0,5820.0,6.0,0.0,2.0,1.0,0,40.0,40.0
22.0,1.0,21.0,5.0,4420.0,6.0,2.0,2.0,1.0,0,12.0,12.0
35.0,3.0,20.0,1.0,5860.0,303.0,0.0,2.0,1.0,0,40.0,40.0
76.0,1.0,21.0,1.0,4920.0,6.0,0.0,1.0,1.0,1,20.0,20.0
22.0,3.0,21.0,5.0,2722.0,6.0,2.0,1.0,1.0,0,20.0,20.0
20.0,1.0,19.0,5.0,4760.0,6.0,2.0,2.0,1.0,0,20.0,20.0
62.0,1.0,9.0,1.0,9620.0,303.0,1.0,2.0,1.0,0,40.0,40.0
50.0,1.0,16.0,1.0,9720.0,6.0,5.0,1.0,1.0,0,40.0,40.0
42.0,1.0,21.0,1.0,4710.0,17.0,1.0,1.0,1.0,1,45.0,45.0
24.0,1.0,21.0,1.0,705.0,55.0,1.0,2.0,1.0,0,40.0,40.0
41.0,1.0,18.0,1.0,4700.0,6.0,1.0,1.0,8.0,1,50.0,50.0
42.0,1.0,17.0,1.0,6050.0,303.0,1.0,2.0,1.0,0,40.0,40.0
64.0,1.0,19.0,3.0,9130.0,17.0,0.0,1.0,2.0,0,1.0,0.0
73.0,2.0,23.0,2.0,420.0,42.0,0.0,1.0,1.0,1,50.0,50.0
40.0,1.0,21.0,3.0,20.0,139.0,0.0,2.0,1.0,1,40.0,40.0
20.0,1.0,19.0,5.0,4720.0,215.0,3.0,2.0,6.0,0,10.0,10.0
19.0,1.0,19.0,5.0,4760.0,6.0,0.0,2.0,8.0,0,40.0,40.0
48.0,1.0,16.0,1.0,4850.0,6.0,0.0,1.0,8.0,1,40.0,40.0
21.0,6.0,16.0,5.0,4510.0,6.0,0.0,2.0,1.0,1,35.0,35.0
36.0,3.0,21.0,5.0,3740.0,6.0,0.0,1.0,1.0,1,96.0,96.0
35.0,1.0,16.0,1.0,8225.0,303.0,9.0,1.0,8.0,1,40.0,40.0
31.0,6.0,21.0,5.0,2632.0,6.0,0.0,2.0,1.0,1,60.0,60.0
47.0,1.0,19.0,1.0,4220.0,233.0,5.0,1.0,6.0,0,40.0,40.0
39.0,1.0,16.0,3.0,4251.0,6.0,13.0,1.0,1.0,0,40.0,40.0
41.0,1.0,20.0,1.0,1108.0,6.0,0.0,1.0,8.0,1,45.0,45.0
51.0,1.0,16.0,4.0,7220.0,6.0,0.0,1.0,1.0,1,35.0,35.0
25.0,1.0,19.0,5.0,520.0,6.0,7.0,1.0,1.0,0,60.0,60.0
35.0,1.0,19.0,1.0,860.0,41.0,0.0,2.0,1.0,0,40.0,40.0
54.0,1.0,20.0,1.0,5860.0,6.0,1.0,2.0,1.0,0,30.0,30.0
73.0,1.0,21.0,3.0,9150.0,36.0,0.0,1.0,2.0,0,40.0,40.0
61.0,1.0,9.0,4.0,8510.0,6.0,11.0,1.0,8.0,0,40.0,40.0
59.0,1.0,15.0,3.0,6200.0,6.0,0.0,1.0,1.0,0,40.0,40.0
60.0,3.0,20.0,1.0,710.0,6.0,0.0,2.0,1.0,1,40.0,40.0
53.0,7.0,21.0,3.0,4510.0,6.0,0.0,2.0,1.0,0,40.0,40.0
19.0,2.0,16.0,5.0,6050.0,303.0,2.0,2.0,8.0,0,40.0,40.0
18.0,1.0,14.0,5.0,4055.0,6.0,10.0,2.0,1.0,0,16.0,16.0
72.0,1.0,21.0,1.0,4220.0,233.0,1.0,1.0,6.0,1,40.0,40.0
26.0,1.0,21.0,1.0,4840.0,36.0,2.0,1.0,6.0,1,40.0,40.0
60.0,6.0,14.0,1.0,4510.0,312.0,1.0,2.0,8.0,0,35.0,35.0
43.0,1.0,19.0,4.0,8990.0,6.0,2.0,1.0,1.0,0,40.0,40.0
50.0,1.0,21.0,1.0,410.0,36.0,0.0,1.0,1.0,0,30.0,30.0
48.0,1.0,12.0,1.0,9640.0,303.0,0.0,2.0,1.0,0,48.0,48.0
21.0,1.0,20.0,5.0,2310.0,6.0,2.0,2.0,1.0,0,15.0,15.0
29.0,7.0,21.0,5.0,4621.0,6.0,0.0,1.0,9.0,0,30.0,30.0
40.0,1.0,21.0,1.0,3640.0,210.0,1.0,2.0,6.0,0,32.0,32.0
41.0,1.0,21.0,1.0,5600.0,6.0,1.0,2.0,1.0,1,50.0,50.0
58.0,1.0,21.0,1.0,1065.0,209.0,1.0,2.0,6.0,1,40.0,40.0
57.0,3.0,21.0,1.0,5820.0,6.0,1.0,1.0,8.0,0,40.0,40.0
17.0,3.0,14.0,5.0,7750.0,6.0,2.0,1.0,9.0,0,15.0,15.0
53.0,1.0,21.0,1.0,6200.0,6.0,0.0,1.0,1.0,1,45.0,45.0
42.0,1.0,21.0,5.0,7140.0,6.0,0.0,1.0,8.0,1,40.0,40.0
50.0,1.0,21.0,1.0,20.0,8.0,0.0,2.0,1.0,1,40.0,40.0
71.0,3.0,19.0,2.0,3603.0,6.0,0.0,2.0,2.0,0,40.0,40.0
34.0,1.0,18.0,5.0,9130.0,48.0,0.0,1.0,6.0,0,40.0,40.0
40.0,1.0,16.0,1.0,4710.0,6.0,2.0,1.0,9.0,1,40.0,40.0
34.0,1.0,16.0,5.0,7200.0,247.0,10.0,1.0,6.0,0,40.0,40.0
54.0,6.0,16.0,1.0,4230.0,312.0,0.0,2.0,1.0,0,22.0,22.0
62.0,1.0,16.0,3.0,5400.0,9.0,0.0,2.0,1.0,0,40.0,40.0
49.0,1.0,24.0,1.0,1050.0,6.0,0.0,1.0,1.0,1,40.0,40.0
29.0,6.0,16.0,5.0,6050.0,312.0,10.0,1.0,1.0,0,10.0,10.0
74.0,6.0,10.0,1.0,4760.0,207.0,1.0,2.0,6.0,1,40.0,40.0
71.0,6.0,21.0,1.0,2350.0,515.0,1.0,2.0,1.0,0,8.0,8.0
49.0,1.0,21.0,1.0,5000.0,6.0,1.0,2.0,1.0,1,44.0,44.0
62.0,1.0,21.0,5.0,4920.0,36.0,0.0,1.0,1.0,0,40.0,40.0
30.0,1.0,21.0,1.0,2640.0,49.0,1.0,1.0,1.0,1,40.0,40.0
32.0,1.0,16.0,1.0,9600.0,303.0,15.0,1.0,6.0,0,48.0,48.0
30.0,1.0,21.0,1.0,2640.0,6.0,0.0,1.0,1.0,1,40.0,40.0
45.0,1.0,23.0,1.0,3090.0,47.0,0.0,2.0,6.0,1,36.0,36.0
36.0,4.0,19.0,5.0,8300.0,6.0,16.0,1.0,1.0,0,40.0,40.0
80.0,7.0,19.0,1.0,4920.0,36.0,0.0,1.0,1.0,1,35.0,35.0
21.0,1.0,17.0,5.0,800.0,53.0,17.0,1.0,1.0,0,20.0,20.0
60.0,6.0,16.0,1.0,410.0,34.0,0.0,1.0,1.0,1,40.0,40.0
45.0,1.0,19.0,1.0,9130.0,6.0,1.0,1.0,1.0,1,50.0,50.0
67.0,1.0,20.0,1.0,5000.0,6.0,1.0,2.0,1.0,1,25.0,25.0
44.0,2.0,20.0,1.0,2014.0,210.0,0.0,2.0,6.0,1,40.0,40.0
62.0,1.0,1.0,1.0,4840.0,207.0,0.0,1.0,6.0,0,40.0,40.0
52.0,1.0,19.0,1.0,440.0,6.0,0.0,1.0,1.0,1,50.0,50.0
49.0,6.0,16.0,1.0,6260.0,207.0,1.0,1.0,6.0,0,60.0,60.0
29.0,1.0,16.0,3.0,4720.0,6.0,2.0,2.0,8.0,0,30.0,30.0
52.0,1.0,19.0,3.0,4510.0,6.0,0.0,2.0,2.0,1,45.0,45.0
33.0,1.0,21.0,5.0,1530.0,55.0,0.0,1.0,1.0,1,50.0,50.0
29.0,1.0,16.0,5.0,4720.0,6.0,2.0,1.0,1.0,0,30.0,30.0
62.0,4.0,21.0,1.0,2545.0,5.0,0.0,1.0,2.0,0,36.0,36.0
36.0,6.0,21.0,1.0,440.0,6.0,1.0,1.0,1.0,1,60.0,60.0
21.0,1.0,19.0,5.0,4030.0,6.0,2.0,1.0,1.0,0,20.0,20.0
48.0,1.0,19.0,1.0,750.0,223.0,1.0,2.0,6.0,0,40.0,40.0
33.0,1.0,17.0,5.0,4810.0,6.0,0.0,2.0,8.0,0,40.0,40.0
21.0,1.0,16.0,5.0,7700.0,32.0,13.0,1.0,9.0,0,40.0,40.0
29.0,1.0,21.0,5.0,8640.0,6.0,0.0,1.0,1.0,0,40.0,40.0
49.0,2.0,21.0,1.0,3255.0,17.0,0.0,2.0,1.0,1,36.0,36.0
45.0,1.0,21.0,1.0,5120.0,139.0,0.0,2.0,6.0,1,40.0,40.0
61.0,3.0,22.0,1.0,3230.0,6.0,0.0,2.0,1.0,1,38.0,38.0
19.0,1.0,16.0,5.0,9640.0,6.0,7.0,2.0,1.0,0,40.0,40.0
30.0,1.0,16.0,5.0,350.0,6.0,13.0,2.0,1.0,0,40.0,40.0
66.0,8.0,20.0,3.0,2850.0,36.0,0.0,1.0,1.0,0,0.0,1.0
45.0,1.0,19.0,5.0,4251.0,40.0,16.0,1.0,1.0,0,40.0,40.0
42.0,1.0,9.0,4.0,8225.0,303.0,0.0,1.0,1.0,0,40.0,40.0
42.0,5.0,16.0,3.0,4230.0,6.0,0.0,2.0,1.0,0,25.0,25.0
71.0,1.0,19.0,3.0,4760.0,210.0,6.0,2.0,6.0,0,8.0,8.0
38.0,1.0,20.0,1.0,9142.0,6.0,1.0,2.0,2.0,0,40.0,40.0
45.0,2.0,21.0,1.0,350.0,6.0,0.0,2.0,1.0,1,40.0,40.0
68.0,3.0,22.0,1.0,2330.0,6.0,1.0,2.0,1.0,1,36.0,36.0
58.0,2.0,20.0,1.0,3255.0,210.0,1.0,2.0,6.0,1,37.0,37.0
39.0,1.0,21.0,1.0,3323.0,212.0,0.0,2.0,1.0,1,40.0,40.0
49.0,2.0,24.0,1.0,230.0,447.0,0.0,1.0,1.0,1,50.0,50.0
72.0,6.0,19.0,1.0,4920.0,39.0,0.0,2.0,3.0,0,10.0,10.0
60.0,1.0,18.0,5.0,4720.0,6.0,0.0,2.0,1.0,1,40.0,40.0
56.0,1.0,21.0,1.0,6260.0,303.0,1.0,1.0,8.0,0,40.0,40.0
40.0,2.0,23.0,5.0,3050.0,212.0,2.0,2.0,1.0,1,40.0,40.0
44.0,7.0,13.0,3.0,4920.0,6.0,2.0,2.0,1.0,0,5.0,5.0
34.0,1.0,22.0,1.0,136.0,210.0,0.0,2.0,6.0,1,40.0,40.0
43.0,2.0,23.0,1.0,3090.0,6.0,0.0,2.0,9.0,1,50.0,50.0
58.0,1.0,21.0,4.0,4760.0,233.0,0.0,2.0,6.0,1,36.0,36.0
40.0,2.0,20.0,1.0,3602.0,6.0,0.0,1.0,8.0,1,40.0,40.0
33.0,1.0,19.0,1.0,9121.0,6.0,1.0,2.0,1.0,0,25.0,25.0
26.0,1.0,22.0,5.0,1410.0,53.0,12.0,2.0,1.0,1,40.0,40.0
31.0,3.0,16.0,5.0,3602.0,6.0,13.0,2.0,1.0,0,40.0,40.0
23.0,1.0,19.0,5.0,9610.0,303.0,0.0,1.0,8.0,0,40.0,40.0
53.0,1.0,18.0,1.0,2600.0,39.0,1.0,1.0,1.0,1,40.0,40.0
38.0,1.0,21.0,5.0,410.0,6.0,2.0,1.0,1.0,0,40.0,40.0
36.0,2.0,24.0,3.0,2004.0,6.0,0.0,2.0,6.0,1,40.0,40.0
42.0,1.0,23.0,1.0,3090.0,158.0,0.0,1.0,1.0,1,40.0,40.0
55.0,7.0,22.0,1.0,1031.0,6.0,0.0,1.0,1.0,1,30.0,30.0
37.0,3.0,22.0,1.0,2310.0,6.0,0.0,2.0,1.0,0,10.0,10.0
28.0,1.0,22.0,5.0,1021.0,6.0,15.0,1.0,6.0,1,40.0,40.0
43.0,1.0,21.0,1.0,2920.0,6.0,1.0,1.0,1.0,1,55.0,55.0
76.0,2.0,22.0,1.0,2006.0,6.0,1.0,1.0,1.0,0,30.0,30.0
44.0,6.0,19.0,5.0,2710.0,6.0,0.0,1.0,1.0,1,40.0,40.0
21.0,1.0,20.0,5.0,4760.0,6.0,2.0,1.0,6.0,0,25.0,25.0
25.0,5.0,16.0,5.0,9825.0,24.0,17.0,1.0,2.0,0,60.0,60.0
63.0,1.0,19.0,1.0,4110.0,27.0,1.0,2.0,1.0,0,36.0,36.0
53.0,1.0,16.0,1.0,3603.0,210.0,1.0,2.0,6.0,0,40.0,40.0
32.0,1.0,22.0,5.0,3258.0,233.0,0.0,1.0,6.0,1,40.0,40.0
55.0,1.0,24.0,1.0,1720.0,120.0,0.0,1.0,1.0,1,40.0,40.0
49.0,2.0,23.0,1.0,2100.0,9.0,1.0,1.0,1.0,1,70.0,70.0
40.0,1.0,19.0,5.0,7340.0,6.0,0.0,1.0,1.0,0,40.0,40.0
50.0,1.0,21.0,1.0,6850.0,6.0,0.0,1.0,9.0,0,40.0,40.0
28.0,2.0,22.0,1.0,230.0,48.0,0.0,2.0,1.0,0,50.0,50.0
33.0,1.0,16.0,1.0,5600.0,6.0,0.0,2.0,1.0,0,40.0,40.0
50.0,1.0,16.0,5.0,4700.0,6.0,2.0,1.0,6.0,0,40.0,40.0
45.0,2.0,21.0,1.0,2310.0,209.0,0.0,2.0,6.0,0,3.0,3.0
43.0,3.0,13.0,5.0,3602.0,6.0,13.0,2.0,1.0,0,33.0,33.0
48.0,1.0,16.0,1.0,8000.0,303.0,0.0,1.0,1.0,0,40.0,40.0
56.0,1.0,16.0,1.0,8130.0,6.0,1.0,1.0,1.0,1,40.0,40.0
44.0,1.0,21.0,1.0,705.0,210.0,1.0,2.0,6.0,1,50.0,50.0
30.0,1.0,15.0,1.0,3930.0,248.0,1.0,1.0,1.0,1,40.0,40.0
35.0,1.0,22.0,1.0,51.0,42.0,0.0,1.0,1.0,1,40.0,40.0
32.0,1.0,21.0,1.0,1410.0,6.0,0.0,1.0,8.0,1,40.0,40.0
27.0,6.0,14.0,5.0,4600.0,303.0,13.0,2.0,1.0,0,18.0,18.0
27.0,1.0,23.0,1.0,2105.0,6.0,1.0,1.0,1.0,0,40.0,40.0
48.0,2.0,24.0,1.0,230.0,6.0,1.0,2.0,6.0,1,60.0,60.0
50.0,1.0,9.0,1.0,4230.0,303.0,0.0,2.0,8.0,0,40.0,40.0
48.0,1.0,14.0,1.0,4140.0,303.0,0.0,1.0,1.0,0,60.0,60.0
52.0,1.0,21.0,3.0,5600.0,48.0,0.0,2.0,1.0,0,40.0,40.0
18.0,4.0,18.0,5.0,5320.0,6.0,2.0,2.0,6.0,0,15.0,15.0
47.0,1.0,23.0,1.0,440.0,119.0,1.0,1.0,1.0,1,42.0,42.0
33.0,1.0,21.0,5.0,410.0,6.0,13.0,1.0,6.0,1,40.0,40.0
37.0,1.0,16.0,5.0,2805.0,501.0,0.0,2.0,1.0,1,40.0,40.0
60.0,1.0,19.0,3.0,4850.0,109.0,0.0,2.0,1.0,1,50.0,50.0
42.0,6.0,9.0,5.0,2752.0,303.0,0.0,1.0,8.0,0,30.0,30.0
27.0,4.0,23.0,5.0,2330.0,440.0,0.0,2.0,2.0,1,30.0,30.0
59.0,1.0,9.0,1.0,9130.0,303.0,0.0,1.0,1.0,1,50.0,50.0
45.0,1.0,20.0,1.0,9645.0,303.0,1.0,2.0,1.0,0,15.0,15.0
58.0,6.0,21.0,3.0,51.0,6.0,0.0,2.0,1.0,1,30.0,30.0
46.0,6.0,20.0,5.0,6260.0,6.0,2.0,1.0,1.0,0,40.0,40.0
27.0,6.0,18.0,5.0,2710.0,6.0,0.0,2.0,1.0,0,20.0,20.0
54.0,6.0,1.0,3.0,4230.0,303.0,6.0,2.0,1.0,0,50.0,50.0
32.0,1.0,6.0,5.0,8320.0,313.0,13.0,1.0,1.0,0,50.0,50.0
47.0,1.0,21.0,1.0,800.0,207.0,0.0,2.0,6.0,1,40.0,40.0
21.0,1.0,21.0,5.0,9130.0,6.0,2.0,2.0,6.0,0,50.0,50.0
42.0,1.0,24.0,1.0,1530.0,243.0,0.0,1.0,1.0,1,40.0,40.0
57.0,4.0,21.0,1.0,3700.0,27.0,1.0,1.0,1.0,1,40.0,40.0
23.0,3.0,19.0,5.0,2545.0,6.0,2.0,1.0,8.0,0,36.0,36.0
27.0,2.0,19.0,5.0,3245.0,12.0,11.0,2.0,1.0,0,35.0,35.0
38.0,1.0,13.0,5.0,4230.0,303.0,0.0,2.0,8.0,0,40.0,40.0
76.0,2.0,22.0,3.0,420.0,6.0,0.0,1.0,1.0,1,50.0,50.0
48.0,1.0,11.0,1.0,7800.0,303.0,9.0,2.0,1.0,0,40.0,40.0
26.0,1.0,18.0,5.0,4055.0,6.0,2.0,1.0,1.0,0,36.0,36.0
35.0,1.0,22.0,5.0,1021.0,210.0,0.0,1.0,6.0,1,40.0,40.0
23.0,5.0,16.0,5.0,9825.0,6.0,17.0,1.0,8.0,0,73.0,73.0
43.0,1.0,6.0,1.0,9130.0,303.0,0.0,1.0,8.0,1,40.0,40.0
59.0,1.0,12.0,5.0,5740.0,72.0,0.0,2.0,1.0,0,40.0,40.0
80.0,6.0,19.0,3.0,9142.0,6.0,0.0,1.0,1.0,0,9.0,9.0
70.0,1.0,20.0,3.0,9142.0,39.0,0.0,2.0,1.0,0,45.0,45.0
67.0,6.0,23.0,3.0,2100.0,138.0,0.0,1.0,1.0,1,5.0,5.0
67.0,1.0,21.0,1.0,120.0,6.0,1.0,1.0,1.0,1,60.0,60.0
34.0,1.0,20.0,5.0,5110.0,6.0,2.0,2.0,1.0,0,20.0,20.0
21.0,5.0,16.0,5.0,5040.0,6.0,17.0,1.0,1.0,0,68.0,68.0
39.0,1.0,17.0,5.0,440.0,53.0,0.0,2.0,1.0,0,40.0,40.0
21.0,1.0,21.0,5.0,4150.0,41.0,17.0,2.0,1.0,0,20.0,20.0
19.0,1.0,19.0,5.0,6050.0,6.0,11.0,1.0,1.0,0,40.0,40.0
31.0,1.0,19.0,3.0,9005.0,158.0,12.0,1.0,1.0,0,40.0,40.0
52.0,4.0,21.0,1.0,930.0,247.0,1.0,2.0,6.0,1,40.0,40.0
26.0,1.0,19.0,5.0,1050.0,6.0,0.0,2.0,1.0,1,40.0,40.0
65.0,2.0,22.0,1.0,3030.0,21.0,1.0,2.0,1.0,1,50.0,50.0
47.0,1.0,12.0,1.0,6200.0,303.0,0.0,1.0,1.0,1,45.0,45.0
35.0,1.0,15.0,5.0,8800.0,6.0,2.0,2.0,1.0,0,40.0,40.0
26.0,1.0,21.0,5.0,51.0,6.0,2.0,2.0,2.0,0,26.0,26.0
45.0,1.0,15.0,1.0,7320.0,303.0,1.0,1.0,1.0,1,40.0,40.0
48.0,1.0,21.0,1.0,110.0,210.0,0.0,1.0,9.0,1,50.0,50.0
29.0,1.0,23.0,1.0,3421.0,6.0,1.0,2.0,6.0,1,40.0,40.0
74.0,6.0,19.0,2.0,410.0,6.0,0.0,2.0,1.0,1,10.0,10.0
57.0,1.0,22.0,1.0,5165.0,27.0,0.0,2.0,1.0,1,50.0,50.0
54.0,6.0,23.0,1.0,2100.0,6.0,0.0,1.0,1.0,1,40.0,40.0
56.0,1.0,19.0,1.0,8140.0,312.0,0.0,1.0,8.0,1,44.0,44.0
58.0,3.0,21.0,2.0,2011.0,36.0,0.0,1.0,2.0,1,40.0,40.0
56.0,1.0,19.0,1.0,8740.0,6.0,0.0,1.0,6.0,1,50.0,50.0
56.0,3.0,21.0,3.0,2180.0,6.0,0.0,2.0,1.0,1,50.0,50.0
45.0,5.0,22.0,4.0,2014.0,26.0,0.0,2.0,2.0,1,40.0,40.0
49.0,4.0,19.0,1.0,1021.0,49.0,0.0,1.0,1.0,1,50.0,50.0
31.0,1.0,21.0,5.0,8740.0,216.0,2.0,2.0,1.0,1,45.0,45.0
28.0,1.0,19.0,5.0,3930.0,6.0,2.0,1.0,1.0,0,40.0,40.0
21.0,1.0,19.0,5.0,600.0,6.0,2.0,1.0,1.0,0,40.0,40.0
33.0,1.0,21.0,5.0,120.0,6.0,2.0,1.0,6.0,1,40.0,40.0
45.0,1.0,19.0,1.0,4760.0,247.0,0.0,1.0,6.0,0,40.0,40.0
41.0,1.0,21.0,3.0,4810.0,6.0,0.0,1.0,1.0,1,60.0,60.0
25.0,4.0,20.0,5.0,2350.0,6.0,2.0,1.0,1.0,0,5.0,5.0
37.0,5.0,21.0,1.0,5240.0,6.0,1.0,2.0,1.0,1,45.0,45.0
31.0,1.0,9.0,5.0,7840.0,313.0,12.0,1.0,8.0,0,40.0,40.0
20.0,1.0,15.0,5.0,51.0,6.0,15.0,1.0,2.0,0,30.0,30.0
30.0,1.0,19.0,4.0,4110.0,233.0,5.0,2.0,6.0,0,32.0,32.0
28.0,1.0,21.0,5.0,2145.0,6.0,13.0,2.0,1.0,1,45.0,45.0
28.0,1.0,16.0,5.0,4220.0,303.0,0.0,1.0,8.0,0,25.0,25.0
42.0,1.0,19.0,1.0,5740.0,6.0,0.0,2.0,1.0,0,36.0,36.0
51.0,1.0,21.0,1.0,440.0,364.0,1.0,2.0,1.0,1,40.0,40.0
46.0,1.0,19.0,5.0,9130.0,303.0,0.0,1.0,5.0,1,40.0,40.0
27.0,1.0,17.0,5.0,310.0,6.0,0.0,1.0,1.0,1,40.0,40.0
32.0,7.0,21.0,1.0,630.0,6.0,1.0,2.0,1.0,1,45.0,45.0
41.0,1.0,16.0,1.0,9600.0,6.0,9.0,1.0,8.0,0,40.0,40.0
27.0,1.0,22.0,5.0,5000.0,207.0,11.0,2.0,6.0,0,20.0,20.0
42.0,6.0,12.0,4.0,4230.0,303.0,0.0,2.0,8.0,0,30.0,30.0
37.0,5.0,22.0,1.0,9030.0,6.0,0.0,1.0,1.0,0,40.0,40.0
44.0,1.0,21.0,1.0,2300.0,48.0,0.0,2.0,2.0,1,40.0,40.0
29.0,1.0,19.0,5.0,5000.0,6.0,0.0,1.0,2.0,0,40.0,40.0
25.0,1.0,16.0,5.0,8990.0,6.0,0.0,1.0,1.0,0,40.0,40.0
26.0,1.0,21.0,5.0,710.0,36.0,0.0,1.0,1.0,1,55.0,55.0
25.0,2.0,21.0,5.0,2545.0,217.0,17.0,2.0,6.0,0,0.0,1.0
45.0,1.0,21.0,5.0,230.0,303.0,0.0,1.0,1.0,1,40.0,40.0
40.0,1.0,21.0,5.0,2631.0,138.0,0.0,2.0,8.0,1,40.0,40.0
50.0,7.0,20.0,1.0,4710.0,6.0,1.0,1.0,1.0,1,40.0,40.0
50.0,1.0,16.0,5.0,4130.0,45.0,17.0,1.0,2.0,0,8.0,8.0
25.0,1.0,20.0,5.0,9005.0,6.0,2.0,1.0,9.0,0,40.0,40.0
48.0,6.0,21.0,1.0,110.0,17.0,0.0,1.0,1.0,1,24.0,24.0
24.0,1.0,18.0,5.0,3602.0,6.0,2.0,1.0,1.0,0,40.0,40.0
51.0,1.0,21.0,5.0,120.0,137.0,0.0,1.0,1.0,1,50.0,50.0
59.0,1.0,18.0,1.0,4710.0,6.0,0.0,1.0,1.0,1,42.0,42.0
59.0,1.0,20.0,1.0,1021.0,16.0,0.0,1.0,1.0,1,50.0,50.0
40.0,4.0,23.0,5.0,630.0,217.0,0.0,2.0,6.0,1,45.0,45.0
68.0,1.0,18.0,2.0,540.0,209.0,0.0,2.0,6.0,1,40.0,40.0
56.0,1.0,19.0,1.0,120.0,19.0,1.0,2.0,1.0,1,50.0,50.0
47.0,1.0,23.0,1.0,2840.0,4.0,1.0,2.0,1.0,1,50.0,50.0
58.0,3.0,20.0,1.0,7340.0,36.0,1.0,1.0,1.0,0,40.0,40.0
18.0,1.0,16.0,5.0,4110.0,6.0,2.0,1.0,1.0,0,5.0,5.0
36.0,3.0,22.0,5.0,2014.0,6.0,2.0,2.0,6.0,1,40.0,40.0
24.0,1.0,21.0,5.0,4720.0,231.0,0.0,1.0,6.0,0,24.0,24.0
23.0,1.0,20.0,5.0,8225.0,6.0,2.0,1.0,1.0,0,42.0,42.0
44.0,1.0,20.0,3.0,8810.0,6.0,0.0,2.0,1.0,0,40.0,40.0
